Player,Age,Passport country,Position,League,Minutes played,Assists per 90,Back passes per 90,Crosses per 90,Crosses to goalie box per 90,Deep completed crosses per 90,Deep completions per 90,Defensive duels per 90,Dribbles per 90,Duels per 90,Forward passes per 90,Goals,Goals per 90,Interceptions per 90,Key passes per 90,Long passes per 90,Matches played,Passes per 90,Passes to final third per 90,Passes to penalty area per 90,Progressive passes per 90,Progressive runs per 90,Received long passes per 90,Received passes per 90,Second assists per 90,Shot assists per 90,Shots blocked per 90,Shots per 90,Sliding tackles per 90,Successful attacking actions per 90,Successful defensive actions per 90,Through passes per 90,Touches in box per 90,xA,xA per 90,xG,xG per 90
B. Alemán,33,Uruguay,"LCMF, LW",Argentina 1,1424,0.19,4.93,2.65,0.19,1.14,0.63,5.56,2.91,22.18,12.77,1,0.06,4.23,0.32,6.89,18,32.68,7.9,3.86,8.15,0.82,0.76,21.11,0.06,1.71,0.13,1.83,1.33,3.29,9.29,1.77,0.51,3,0.19,2,0.13
G. Benítez,29,"Argentina, Paraguay",LB,Argentina 1,1422,0.06,5.13,2.78,0.06,1.08,0.38,7.97,2.09,18.73,12.03,0,0,5.06,0.44,3.67,15,28.86,3.67,3.04,7.22,2.15,1.52,17.34,0,0.76,0.13,0.51,0.19,2.34,10.44,0.32,0.89,1.3,0.08,0.56,0.04
S. Corda,27,Argentina,LB,Argentina 1,1419,0.06,4.25,2.16,0.06,0.57,0.82,5.77,1.78,13.76,16.55,0,0,4.25,0.32,4.5,16,34.38,5.52,2.54,8.88,1.65,1.21,22.26,0,0.51,0.25,0.63,0.44,1.78,8.63,0.06,0.51,1.03,0.07,0.42,0.03
B. Perlaza,30,Colombia,RCMF,Argentina 1,1393,0.13,2.65,0.26,0.13,0,0.65,7.04,1.74,21.51,9.24,1,0.06,3.17,0.26,2.46,15,25.65,4.39,0.84,3.88,0.52,0.58,15.31,0.13,0.45,0.39,0.71,0.19,1.49,7.75,0.32,1.1,1.15,0.07,1.17,0.08
M. Coronel,24,Argentina,"CF, AMF",Argentina 1,1392,0.06,5.37,1.68,0.13,0.52,1.1,4.14,4.53,19.78,4.46,3,0.19,1.23,0.45,0.84,18,19.85,1.29,2.2,1.62,1.23,2.33,14.94,0.06,1.1,0.06,2,0.32,3.56,3.69,0.52,3.36,1.32,0.09,2.67,0.17
M. Retegui,24,"Argentina, Italy",CF,Argentina 1,1392,0,3.88,0.97,0.06,0.13,0.32,3.69,1.94,23.86,2.2,10,0.65,1.36,0.32,0.65,15,13.25,0.71,0.91,0.91,0.39,2,9.76,0,0.58,0.06,3.17,0.19,2.33,3.69,0.26,4.07,1.25,0.08,8.77,0.57
N. Castro,32,Argentina,"LCMF, LW",Argentina 1,1389,0.06,2.59,1.88,0.26,0.84,0.39,7.97,3.05,20.28,11.73,3,0.19,5.38,0.32,3.11,17,28.7,5.12,2.14,6.87,0.97,0.13,14.32,0.06,1.17,0.06,1.36,1.49,2.92,11.47,0.13,0.65,1.63,0.11,0.9,0.06
L. Godoy,28,Argentina,"RWB, RB, RW",Argentina 1,1389,0.19,4.47,3.82,0.45,1.56,0.45,5.9,2.85,14.38,9.27,1,0.06,2.98,0.65,4.02,15,28.32,3.82,2.72,6.93,1.17,3.24,21.06,0.13,0.91,0,0.58,0.13,3.17,6.22,0.32,2.66,2.13,0.14,0.48,0.03
G. Bettini,30,"Argentina, Italy","RB, RWB",Argentina 1,1388,0,1.88,3.83,0.39,1.23,0.91,7.33,0.58,13.81,14.33,1,0.06,4.8,0.45,7.98,15,27.3,6.55,3.83,8.95,0.91,1.17,15.43,0,0.65,0.13,0.52,1.36,2.01,10.5,0.91,0.52,0.99,0.06,0.52,0.03
F. Máter,24,Argentina,"RW, RB",Argentina 1,1379,0.2,3,0.39,0,0.2,0.52,8.03,5.09,22.19,14.75,2,0.13,4.5,0.26,2.48,16,31,4.05,1.63,6.13,1.83,0.85,18.99,0,0.33,0,1.24,1.5,3.26,10.77,0.46,1.11,0.6,0.04,1.39,0.09
F. Martínez,29,Paraguay,LCMF,Argentina 1,1374,0,2.75,0.39,0,0.13,0.2,8.58,0.72,17.95,9.5,0,0,5.37,0.13,5.17,17,25.35,5.5,1.18,5.11,0.13,0.66,12.12,0,0.39,0.59,0.59,0.39,0.46,10.74,0.52,0.39,0.42,0.03,0.4,0.03
A. Rébola,34,Argentina,RCB,Argentina 1,1372,0,2.1,0,0,0,0.26,5.58,0.07,14.56,15.68,0,0,4.72,0.13,6.36,15,31.36,4.2,0.39,7.61,0.26,0.46,17.25,0,0.2,0.33,0.33,0.66,0.26,9.51,0.39,0.52,0.34,0.02,0.86,0.06
A. Cabrera,30,Argentina,"RCMF, DMF",Argentina 1,1369,0,4.67,0.33,0.13,0.07,0.39,8.61,1.45,20.25,15.19,0,0,5.92,0,5.46,15,43.52,7.17,1.12,7.95,0.26,0.13,24.52,0,0.39,0.39,0.66,0.59,0.85,12.1,0.99,0.53,0.16,0.01,0.81,0.05
F. Calderón,25,Argentina,"RCB, CB",Argentina 1,1364,0,1.39,0,0,0,0.07,6.27,0.33,15.31,10.36,0,0,4.68,0,4.02,14,27.58,2.64,0.33,5.41,0,0.4,14.52,0,0,0.59,0.33,0.26,0.33,9.5,0.07,0.59,0,0,0.34,0.02
A. Vombergar,28,"Argentina, Slovenia","RWF, RW, CF",Argentina 1,1359,0.07,6.23,0.79,0.07,0.13,0.6,5.76,1.26,28.28,3.18,5,0.33,2.58,0.13,0.46,17,18.34,1.13,0.53,1.46,0.6,1.66,11.59,0,0.4,0.2,2.05,1.52,1.66,7.35,0,3.91,0.42,0.03,8.06,0.53
L. Díaz,30,Argentina,CF,Argentina 1,1358,0.07,2.98,1.13,0.2,0.33,0.53,2.52,1.39,23.66,4.18,9,0.6,1.13,0.4,1.46,15,16.77,2.25,1.79,2.19,0.53,1.66,8.28,0,0.46,0.07,1.92,0.13,2.12,2.19,0.66,2.05,0.76,0.05,8.05,0.53
J. Nardoni,20,Argentina,"RCMF, DMF",Argentina 1,1355,0.07,6.18,0.4,0,0.2,0.53,7.97,2.86,23.11,9.56,0,0,2.99,0.27,2.39,16,34.54,5.05,1.13,5.05,0.6,0.4,23.85,0,0.53,0.07,0.4,0.4,1.66,8.37,0.8,0.8,1.2,0.08,0.77,0.05
C. Lema,33,Argentina,"RCB, LCB",Argentina 1,1351,0,2.07,0.2,0,0.07,0.47,4.86,0.47,15.32,17.65,0,0,5.66,0.2,8.39,15,37.84,5.73,0.6,10.33,0.53,0.73,23.18,0.07,0.27,0.33,0.53,0.47,0.53,9.33,0.87,1,1.42,0.09,0.47,0.03
S. Villa,27,Colombia,"LWF, LW",Argentina 1,1351,0.13,6.53,4.4,0.2,1.4,1.33,3.73,10.73,26.58,7.46,0,0,2.26,0.67,2,17,32.11,3.6,4.53,5.26,4.46,2.4,23.25,0.2,1.6,0.07,2.33,0.13,8.66,4.4,1.07,3,3.96,0.26,1.88,0.13
C. Báez,33,"Paraguay, Argentina","LCB, RB, RCB",Argentina 1,1347,0,1.27,0.8,0.13,0.33,0.13,6.35,0.6,14.37,16.24,0,0,3.27,0,8.29,14,28.53,5.95,1.14,8.55,0.27,0.47,16.24,0,0,0.33,0.33,0.33,0.6,7.95,0.4,0.4,0,0,0.55,0.04
K. Gutiérrez,25,Argentina,"DMF, RDMF, LDMF",Argentina 1,1345,0.07,5.89,0.4,0,0.33,0.74,9.23,1.61,15.99,15.66,1,0.07,4.28,0.13,6.89,15,44.9,8.7,1.67,9.5,0.74,0.2,29.71,0.07,0.4,0.13,0.8,0.6,1.27,10.3,1.2,0.4,0.27,0.02,0.52,0.03
S. Rodríguez,23,Uruguay,CF,Argentina 1,1345,0.13,3.61,0.67,0,0.2,0.54,2.61,2.94,22.08,3.14,3,0.2,1.27,0.33,0.8,18,13.38,2.01,1,1.67,0.74,1.2,8.16,0,0.74,0.13,2.21,0.07,1.94,2.94,0.33,2.61,1.15,0.08,3.84,0.26
I. Machuca,23,Argentina,"RW, RAMF, CF",Argentina 1,1330,0,4.67,2.64,0.27,0.88,0.88,4.94,9.68,29.64,5.41,2,0.14,1.49,0.34,1.02,15,20.17,1.83,2.57,3.18,4.4,0.61,9.47,0.07,0.88,0.07,1.29,0.27,7.98,4.8,0.68,2.1,1.85,0.13,2.24,0.15
N. Linares,27,Argentina,"RCMF, LCMF, DMF",Argentina 1,1329,0,3.39,0.14,0,0,0.27,8.4,1.08,15.85,11.04,1,0.07,4.13,0,3.72,17,32.17,4.81,0.88,5.01,0.2,0.07,17.27,0.07,0.2,0.14,0.54,0.54,0.81,9.82,0.34,0.27,0.13,0.01,0.43,0.03
L. Sigali,36,Argentina,RCB,Argentina 1,1328,0,2.78,0.47,0.07,0.27,0.61,5.76,0.47,14.5,25.21,0,0,6.17,0.07,7.25,14,61.54,12.06,1.56,13.35,2.03,0.41,43.03,0.07,0.34,0.41,0.47,0.54,0.54,10.64,0.88,0.75,0.25,0.02,0.38,0.03
J. Bisanz,21,Argentina,"RW, CF, LW",Argentina 1,1326,0,4.82,2.58,0.48,0.81,0.61,5.5,4.62,25.52,4.07,3,0.2,2.31,0.14,0.54,17,20.7,1.56,2.65,3.12,1.63,2.04,11.33,0,0.81,0.07,1.22,0,3.6,5.43,0.27,2.1,0.94,0.06,2.44,0.17
R. Sordo,22,Argentina,"LWF, LW, LAMF",Argentina 1,1319,0.14,5.66,3.48,0.34,1.36,1.16,4.09,7.3,22.93,4.98,3,0.2,1.98,0.34,2.05,17,24.36,1.71,4.03,3.68,2.52,1.23,17.26,0,1.23,0.07,1.84,0.27,5.94,4.78,0.68,1.71,2.79,0.19,3.24,0.22
B. Zapelli,21,"Argentina, Italy","LW, LAMF, RW",Argentina 1,1313,0,5.35,1.3,0.34,0.27,0.55,5.83,3.91,24.13,13.98,1,0.07,2.19,0.14,3.02,17,35.03,6.58,2.26,5.83,1.71,1.1,23.31,0,0.55,0.07,1.1,0.14,3.15,5.96,0.89,1.03,0.76,0.05,1.27,0.09
T. Allende,24,Argentina,"CF, RAMF, RW",Argentina 1,1312,0.07,5.08,2.4,0.07,0.55,0.41,4.94,4.05,23.6,4.94,4,0.27,2.47,0.27,1.44,17,22.77,2.47,1.85,3.64,1.58,3.22,16.94,0,0.82,0.14,2.95,0.34,4.18,5.49,0.27,3.09,1.04,0.07,3.94,0.27
G. Ávalos,32,Paraguay,CF,Argentina 1,1303,0.14,4.35,0.41,0.07,0.28,1.66,2.14,1.59,26.39,5.87,9,0.62,1.17,0.41,0.55,17,19.69,2,1.59,1.52,0.69,3.59,11.19,0,1.24,0.21,2.49,0,2.35,2.35,0.69,4.83,2.17,0.15,8.34,0.58
A. Castro,28,Argentina,"LCMF, RW, LW",Argentina 1,1302,0.07,8.36,2.56,0.48,1.04,0.69,8.36,3.18,21.91,9.82,1,0.07,4.49,0.76,3.11,18,37.05,4.77,2.14,7.12,1.38,1.87,24.47,0.14,1.94,0.21,1.18,1.04,3.39,10.44,0.97,1.73,4.91,0.34,1.7,0.12
E. Pérez,37,Argentina,"DMF, LDMF, RDMF",Argentina 1,1296,0.07,6.11,0.28,0,0.07,0.9,6.88,1.46,18.19,24.17,0,0,5.28,0.21,5.69,15,62.64,10.35,1.94,12.01,1.04,0.28,43.61,0,0.83,0.35,0.28,0.9,1.53,10.28,1.11,0.63,0.46,0.03,0.54,0.04
E. Olivera,33,Argentina,"LCB, RCB, CB",Argentina 1,1295,0.07,1.18,0.07,0,0.07,0.14,4.86,0.21,11.88,12.93,0,0,5.63,0.14,3.96,14,28.15,3.41,0.42,5.77,0.35,0,14.39,0,0.14,0.49,0.28,1.25,0.21,10.01,0.07,0.28,0.45,0.03,0.28,0.02
J. Recalde,31,Paraguay,CF,Argentina 1,1287,0,4.97,0.63,0.07,0.14,0.56,3.43,1.68,18.25,4.13,3,0.21,1.4,0.49,0.98,16,20.07,1.68,0.98,1.19,0.63,1.26,13.01,0,0.84,0.14,1.89,0.28,1.4,3.22,0.28,2.45,1.38,0.1,3.62,0.25
N. Romero,19,Argentina,LCB,Argentina 1,1284,0,1.12,0,0,0,0.21,4.84,0.42,13.6,15.77,1,0.07,5.33,0,6.94,14,29.72,3.57,0.49,7.22,0.28,0.49,17.87,0,0,0.42,0.28,0.7,0.21,8.97,0.42,0.56,0,0,0.75,0.05
S. Barreto,24,"Argentina, Paraguay",RCB,Argentina 1,1283,0,0.84,0.14,0,0,0.14,8.77,0.07,17.75,14.59,0,0,4.84,0.07,5.68,14,29.74,4.21,0.7,6.59,0.07,0,14.24,0,0.21,0.49,0.56,0.49,0.07,11.78,0.35,0.7,0.7,0.05,0.97,0.07
L. Souto,24,"Argentina, Italy",RB,Argentina 1,1283,0.07,3.3,1.61,0.42,0.35,0.42,7.93,2.67,21.54,13.47,0,0,4.84,0.28,2.67,14,27.15,3.65,1.33,8,1.96,1.05,16.41,0,0.35,0.35,0.35,0,1.82,10.17,0.07,1.33,1.17,0.08,0.61,0.04
E. Godoy,29,Argentina,"LCB, CB, RCB",Argentina 1,1278,0,1.2,0,0,0,0,4.72,0.14,13.24,13.24,0,0,5.14,0,5.07,13,31.41,3.17,0.21,7.04,1.13,0.28,18.17,0,0.07,0.7,0.28,0.35,0.07,9.01,0.14,0.63,0.04,0,0.43,0.03
F. Vera,25,Argentina,RB,Argentina 1,1276,0.07,2.54,2.75,0.35,0.63,0.35,8.46,3.17,20.38,13.82,0,0,4.66,0.14,5.08,15,27.93,3.95,1.9,8.53,1.9,1.13,17.56,0,0.14,0.14,0.71,0.28,2.68,10.44,0.35,1.06,0.21,0.01,0.95,0.07
S. Prieto,30,Argentina,LB,Argentina 1,1274,0,3.74,2.05,0.35,1.06,0.57,7.28,2.26,15.61,15.05,0,0,4.8,0.35,5.51,14,38.01,6.29,2.76,9.82,0.92,2.47,28.19,0,0.85,0.14,0.57,0.49,2.68,10.03,0.64,0.49,1,0.07,0.31,0.02
A. Bareiro,26,Paraguay,CF,Argentina 1,1273,0,5.73,0.42,0,0.14,0.35,4.03,2.76,34.5,3.11,3,0.21,1.41,0,0.85,15,16.97,1.48,1.27,1.27,0.64,1.63,7.99,0,0.35,0,2.05,1.41,1.48,4.38,0.07,2.62,0.31,0.02,5.01,0.35
S. Rodríguez,25,"Argentina, United States","CF, LW",Argentina 1,1272,0.14,5.52,2.41,0.35,0.71,1.2,4.1,6.37,23.49,6.44,2,0.14,2.05,0.42,1.7,18,27.59,2.33,2.62,4.39,1.77,1.13,18.96,0,1.49,0.07,2.48,0.28,5.38,5.02,0.64,2.12,2.32,0.16,2.22,0.16
E. Meza,24,Argentina,"RWB, RB",Argentina 1,1271,0.14,3.33,4.53,0.28,1.56,0.92,6.94,4.32,17.92,12.18,1,0.07,3.12,0.64,7.15,16,30.17,6.87,4.82,9.84,1.77,1.56,20.32,0,1.49,0.21,0.71,0.5,3.82,7.79,1.84,0.57,2.48,0.18,0.49,0.03
L. González Pírez,31,"Argentina, Portugal",RCB,Argentina 1,1270,0,2.34,0.07,0,0.07,0.07,6.73,0.71,15.31,20.41,1,0.07,4.68,0.07,6.24,13,49.96,4.25,0.21,9.07,0.28,0.57,34.8,0,0,0.64,0.28,1.13,0.85,10.49,0.21,0.35,0,0,0.57,0.04
M. Centurión,24,Argentina,"RCB, LCB",Argentina 1,1269,0,2.2,0,0,0,0.28,5.39,0.35,15.96,17.23,0,0,6.1,0,7.38,15,37.52,5.32,0.85,8.16,0.5,0.35,20.14,0,0,0.64,0.21,0,0.21,9.57,0.43,0.71,0,0,0.45,0.03
J. Mosquera,23,Colombia,RB,Argentina 1,1267,0,6.68,1.42,0.07,0.36,0.78,7.17,1.63,15.84,13.85,2,0.14,4.33,0.5,2.56,14,37.01,5.68,1.56,6.89,1.21,2.98,26.92,0.14,0.5,0.07,0.43,0.36,1.56,9.16,0.14,1.28,0.98,0.07,0.42,0.03
G. Cerato,24,"Argentina, Italy",RB,Argentina 1,1267,0,4.12,3.2,0.28,1.42,0.43,9.45,0.5,16.2,18.54,0,0,5.26,0.21,5.75,15,36.87,5.68,3.27,11.58,0.64,2.06,22.16,0,0.85,0.21,0.99,0.36,1.92,11.51,0.28,0.57,1.74,0.12,0.19,0.01
J. Canale,26,Paraguay,LCB,Argentina 1,1260,0.14,2.36,0.14,0,0.07,0.14,3.64,0.86,11.14,14.86,1,0.07,4.07,0.14,6.93,13,35.79,4.86,0.5,7.71,0.57,0.93,22.36,0,0.29,0.43,0.5,0.43,0.86,7.14,0.64,0.64,0.61,0.04,0.6,0.04
T. Guidara,27,Argentina,RB,Argentina 1,1260,0,2.93,1.93,0.21,0.64,0.29,9.5,2.64,21.93,15.64,0,0,5,0.64,5,15,31.57,4.71,1.64,9.07,1.29,1.79,19,0,0.79,0.21,0,0.14,2.36,11.71,0.57,0.29,0.74,0.05,0,0
G. Acosta,34,Argentina,"DMF, RCMF",Argentina 1,1258,0.14,4.72,0.64,0,0.29,0.79,5.87,0.86,14.67,13.81,0,0,5.29,0.14,4.15,16,41.49,5.29,1.65,7.37,0.72,0.57,23.54,0,0.79,0.36,0.57,0.36,0.93,8.87,0.57,0.86,1.24,0.09,0.82,0.06
B. Pittón,30,Argentina,LB,Argentina 1,1250,0.14,6.19,1.66,0.22,0.5,0.29,6.98,1.44,15.26,18.43,1,0.07,4.32,0.43,3.67,16,37.58,7.13,1.73,8.06,1.3,2.09,27.58,0,0.43,0.14,0.43,0.36,1.3,9.14,0.72,1.15,0.89,0.06,0.47,0.03
R. Delgado,33,Argentina,"LCB, LB",Argentina 1,1250,0.14,2.52,1.58,0.14,0.58,0.94,7.56,1.66,18.5,17.35,0,0,6.26,0.07,9.36,13,35.71,8.42,2.59,11.59,0.5,0.79,19.87,0,1.01,0.43,0.22,1.51,1.66,12.38,1.37,0.29,1.05,0.08,0.07,0.01
Pol Fernández,31,Argentina,"RCMF, LCMF",Argentina 1,1249,0,8.07,0.14,0,0.07,0.29,6.05,1.08,13.91,12.39,2,0.14,3.96,0.07,4.32,15,46.55,5.55,0.79,6.41,0.86,0.72,32.35,0,0.43,0.5,0.86,1.73,1.08,9.01,0.79,0.94,0.23,0.02,1.26,0.09
A. Maciel,26,Argentina,RCB,Argentina 1,1247,0,1.44,0.36,0,0.29,0.29,6.35,0.29,15.45,19.05,0,0,4.62,0.14,10.75,13,33.42,7.79,0.72,11.55,0.65,0.22,18.12,0,0.22,0.58,0.22,0.51,0.51,9.17,0.51,0.36,0.17,0.01,0.95,0.07
J. Toledo,37,Argentina,CF,Argentina 1,1246,0.14,1.95,0.72,0,0.14,0.87,3.18,1.01,34.53,3.83,4,0.29,1.16,0.43,0.72,18,13.36,2.6,1.37,1.16,0.65,2.02,6.86,0,0.65,0.14,2.46,0.29,1.37,2.96,0.36,3.47,1.59,0.12,5.19,0.38
S. Marcich,24,Argentina,LB,Argentina 1,1245,0,2.17,3.18,0.43,1.08,0.29,7.59,2.46,18.87,12.51,0,0,6.43,0.29,4.7,14,24.94,4.7,2.67,7.37,1.08,0.65,13.73,0,0.65,0.51,0.58,0.29,2.1,11.71,0.22,0.87,0.66,0.05,0.44,0.03
N. Servetto,27,Argentina,CF,Argentina 1,1242,0.07,4.71,0.36,0,0,0.51,2.39,1.74,27.32,2.83,6,0.43,1.09,0.22,0.29,18,15.58,1.45,0.65,1.23,0.29,1.52,8.48,0,0.43,0.22,2.1,0.22,1.67,2.9,0.29,2.83,0.63,0.05,6.7,0.49
N. Barrios,25,Argentina,"LWF, LCMF, LW",Argentina 1,1240,0.07,6.9,2.32,0.15,1.02,1.52,5.44,9,27.73,12.7,2,0.15,1.96,0.58,2.1,17,39.27,5.44,3.63,6.68,5.88,1.31,28.23,0,1.67,0.22,1.23,0.15,7.55,5.3,0.58,1.74,2.45,0.18,0.99,0.07
M. Giménez,24,Argentina,"CF, AMF",Argentina 1,1234,0.07,5.11,1.09,0.07,0.15,1.31,3.79,3.28,35.66,4.52,2,0.15,1.53,0.58,0.58,17,20.35,2.04,1.75,2.92,0.95,1.53,11.89,0.07,0.95,0,1.97,0.15,3.06,3.79,0.36,3.28,1.85,0.13,6.51,0.47
F. Moyano,25,Argentina,"DMF, LCMF, RCMF",Argentina 1,1233,0.07,7.01,0.58,0,0.29,0.22,4.67,0.36,11.82,12.77,0,0,3.5,0.15,4.23,15,53.72,6.06,1.02,5.26,0.36,0.15,38.69,0,0.8,0.15,0.44,0.73,0.36,6.93,0.44,0,0.8,0.06,0.06,0
P. De la Vega,22,"Argentina, Italy","LWF, RW, RWF",Argentina 1,1227,0,4.91,2.13,0.37,0.59,0.66,5.28,4.84,28.9,4.77,2,0.15,3.08,0.37,1.69,15,19.58,2.2,2.13,2.71,2.2,1.98,11.52,0,0.51,0.22,1.54,0.22,3.67,6.31,0.95,2.27,1.34,0.1,1.53,0.11
I. Marcone,32,"Argentina, Italy","RCMF, LCMF, RDMF",Argentina 1,1225,0,3.31,0.37,0,0.07,0.29,5.44,1.98,14.69,14.84,0,0,4.04,0,5.07,14,37.25,7.05,0.88,6.32,0.44,0.07,20.72,0,0.51,0.37,0.22,0.59,1.03,8.38,0.44,0.37,0.13,0.01,0.35,0.03
J. Cáceres,22,"Argentina, Paraguay",RB,Argentina 1,1224,0.22,3.82,2.94,0.66,0.88,0.22,8.82,2.72,21.4,16.18,0,0,5.07,0.59,6.54,13,33.6,6.1,3.16,9.78,0.96,2.87,21.18,0,0.81,0.07,0.74,0.66,2.65,11.62,0.15,0.88,2.35,0.17,0.47,0.03
J. López,23,Argentina,"DMF, RDMF, RCMF",Argentina 1,1223,0,5.3,0.96,0.07,0.29,0.15,9.42,1.99,20.97,9.42,0,0,4.49,0.07,3.9,15,31.35,4.64,1.1,4.64,0.29,0.15,19.43,0,0.15,0.44,0.59,0.07,1.32,10.16,0.52,0.22,0.12,0.01,0.29,0.02
C. Sánchez,37,Colombia,"LCMF, CB",Argentina 1,1222,0,4.2,0.37,0.07,0.15,0.07,5.16,0.22,12.82,8.99,0,0,3.31,0.07,2.73,17,33.29,2.87,0.44,3.9,0.07,0.15,22.46,0,0.07,0.15,0.44,0.22,0.37,6.7,0.07,0.15,0.59,0.04,0.06,0
L. Pratto,34,"Argentina, Italy","CF, AMF",Argentina 1,1219,0.07,3.69,1.62,0.3,0.44,0.66,3.25,3.54,27.69,8.05,3,0.22,2.88,0.22,1.62,17,24,3.54,1.4,3.84,1.11,1.99,14.1,0,0.52,0.07,1.11,0.66,2.73,5.09,1.03,2.29,1.09,0.08,2.21,0.16
F. Tobio,33,"Argentina, Italy",RCB,Argentina 1,1218,0,2.73,0.15,0,0.07,0.3,4.58,0.3,13.37,14.63,1,0.07,4.36,0.07,9.01,13,32.51,5.54,0.52,8.5,0.52,0.44,17.14,0,0.15,0.59,0.37,0.37,0.44,8.13,0.81,0.81,0.32,0.02,0.85,0.06
N. Colombo,24,Argentina,RCB,Argentina 1,1218,0,2.22,0.44,0,0.22,0.22,5.47,1.77,15.59,20.47,0,0,5.62,0.07,9.9,13,41.97,9.46,1.63,11.38,3.1,0.44,25.34,0,0.15,0.59,0.59,0.52,1.55,9.9,1.03,0.81,0.13,0.01,0.62,0.05
M. Brizuela,26,Argentina,LCB,Argentina 1,1217,0,1.7,0,0,0,0,5.25,0.07,12.42,20.56,0,0,4.88,0,6.14,13,43.63,3.25,0,9.1,0.52,0,28.03,0,0,0.37,0.37,0.22,0.15,8.95,0.15,0.59,0,0,0.6,0.04
B. Farioli,25,Argentina,"CF, LW, RW",Argentina 1,1214,0.15,7.12,1.93,0.07,0.52,0.74,3.86,2.37,17.72,6.97,1,0.07,1.78,0.37,4.37,17,31.43,4.37,3.04,4.45,0.89,1.78,20.76,0,1.19,0.07,1.04,0,2.45,4,0.74,1.11,1.07,0.08,1.47,0.11
B. Aguirre,22,Argentina,"LB, RB",Argentina 1,1209,0.07,3.28,1.94,0.37,0.67,0.22,7.82,2.98,17.12,11.39,0,0,4.62,0.3,4.84,13,25.53,4.02,1.94,7.44,1.27,1.49,16.3,0,0.3,0.22,0.67,0.22,2.9,10.12,0.52,0.6,0.3,0.02,0.41,0.03
J. Campaz,23,Colombia,"LAMF, LWF, LW",Argentina 1,1203,0.22,5.24,3.52,0.15,1.12,0.6,5.31,7.03,26.26,8.98,2,0.15,1.8,0.67,2.09,15,30.15,4.86,3.67,5.69,2.32,1.5,21.62,0,1.05,0,2.47,0.3,6.28,5.54,0.97,1.12,1.23,0.09,1.43,0.11
G. Graciani,29,Argentina,"RW, RCMF",Argentina 1,1203,0.07,4.64,4.04,0.45,1.2,0.45,5.84,5.24,31.2,9.65,2,0.15,2.47,0.37,1.35,17,28.43,3.97,2.92,6.06,1.8,2.54,18.4,0,0.9,0.22,1.42,0.67,4.19,6.96,0.45,2.77,1.19,0.09,2.79,0.21
C. Arce,32,Argentina,"RCMF, LCMF",Argentina 1,1200,0,3.45,0.15,0,0.08,0.23,8.1,0.53,17.63,15.98,1,0.08,7.28,0,7.95,16,37.43,8.7,1.28,8.1,0.15,0,18.9,0.08,0.15,0.45,0.53,1.43,0.3,13.58,0.75,0.45,0.05,0,1,0.08
R. Ábila,33,Argentina,CF,Argentina 1,1200,0.15,4.05,0.45,0.15,0.15,0.83,1.13,1.58,16.43,2.18,6,0.45,1.13,0.3,0.6,17,15.9,1.35,1.05,1.2,0.53,1.73,9.6,0,0.75,0.3,1.5,0,1.8,2.03,0.75,3.68,1.6,0.12,4.26,0.32
E. Insúa,32,"Argentina, Spain",LB,Argentina 1,1196,0,4.21,2.48,0.38,0.68,0.3,7.45,4.36,21.07,13.92,0,0,5.12,0.15,3.99,14,30.55,4.21,2.56,7.6,1.88,1.2,16.1,0,0.45,0.15,0.6,0.98,3.84,10.84,0.15,0.6,0.25,0.02,0.86,0.06
J. Álvarez,27,"Argentina, Italy","LWB, RWB, LB",Argentina 1,1194,0.08,4.22,3.39,0.45,1.06,0.75,6.93,4.52,21.33,9.35,1,0.08,3.84,0.23,3.99,16,29.77,3.77,2.64,7.54,1.58,1.28,20.13,0,0.53,0,1.06,0.3,3.92,8.07,0.3,1.58,0.61,0.05,0.69,0.05
J. Díaz,25,Argentina,"LB, LCB",Argentina 1,1191,0.08,3.63,0.76,0,0.3,0.08,7.71,0.98,17.15,18.89,0,0,5.89,0.15,6.05,15,35.06,6.5,1.21,8.01,0.76,0.6,20.25,0.08,0.53,0.6,0.15,0.68,0.68,11.71,0.3,0.3,0.48,0.04,0.04,0
G. Soto,29,Chile,RB,Argentina 1,1189,0,5.75,3.56,0.08,1.14,0.3,7.27,2.95,16.8,9.01,0,0,4.16,0.61,3.63,13,28.76,3.71,2.57,6.89,1.89,1.97,19.07,0,0.98,0.3,0.45,0.53,2.8,9.69,0.15,0.68,1.03,0.08,0.24,0.02
J. Cabrera,31,Uruguay,"RWB, RB",Argentina 1,1188,0.15,6.82,6.67,0.53,2.65,1.67,5.3,3.03,17.8,9.09,0,0,2.73,1.29,2.35,15,35.3,2.65,5.68,8.33,0.91,4.09,26.29,0.08,2.2,0,1.67,0.08,5.45,6.14,0.76,4.32,4.8,0.36,2.03,0.15
A. Varela,21,Argentina,"DMF, LCMF",Argentina 1,1186,0,4.86,0.3,0,0.23,0.3,6.6,1.06,15.33,12.6,0,0,4.63,0.08,4.1,16,47.05,4.17,1.14,5.92,0.23,0.15,30.66,0,0.38,0.76,0.68,0.68,1.06,9.11,0.61,0.08,0.26,0.02,0.17,0.01
F. González Metilli,26,Argentina,"LCMF, AMF",Argentina 1,1181,0.08,5.79,1.3,0.15,0.23,1.3,6.1,1.83,19.28,7.7,2,0.15,2.06,0.46,1.22,17,28.43,3.73,2.21,5.56,1.37,1.91,21.8,0.15,0.84,0.08,2.36,0.76,2.21,5.64,0.53,2.59,1.04,0.08,3.2,0.24
