Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,newestTeamId,newestTeam,newestTeamColor,newestLeagueId,newestLeague,optaPersonId,firstName,lastName,Position,GM,Min,Age,Duel%D3,DuelsD3,SeqShotStart,SeqGoalStart,RcvryA3,RcvryM3,Clrnce,Tckl,Shoot%,CrsPs%,CrossOpen,TchsA3,ThrghBalls,Ps%Att3rd,Pass%OpHf,LongBall%,LgBallCp,ShirtNumber,PrefFoot,xG,Offsides,ErrShot,FoulCom,Position,BgChncGoal,Cleared,RedsResc,Red,Yellow,Int,PsCmpInBox,GoalOBx,ShtOBox,OFF,FoulSuf,PsLostD3,PsLostA3,PsLostM3,PossLost,KeyPass,TouchOpBox,PsCmpSoP,PsSoP,PsOpHfScs,DuelLs,AerialLoss,AerialWon,SucflDuels,DuelsOff,Aerials,Duels,DuelsDef,ChancesCreatedPer90,CrossCmp,Crosses,ShtAf1v1,xAAf1v1,Sc1v1InBox,1v1InBox,Success1v1,1v1%,1v1,PsDist,PsCmpA3,PsRecA3,PsOppHalf,PsInA3rd,PsIntoOpHf,ProgPass,FwdPass,PsCmp,PsRec,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,Goal,ExpG,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery
108,4gepi2kie9mwuspoqcez7v6c5,132307,D. Sundgren,Daniel Sundgren,Right Back,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,224856,Daniel,Sundgren,Right Back,20,1504,33,56.10%,3.41,1.44,0.06,0.66,4.01,1.38,2.21,0.00%,21.70%,1.32,20.29,0.06,77.40%,83.30%,9.50%,4.07,2,right,0.01,0,0,1.02,Right Back,0,0,0,0,0.36,0.9,1.5,0,0.3,0.24,0.96,3.47,5.09,6.1,14.66,1.02,0.78,0.48,0.6,32.79,3.71,0.96,1.02,4.97,2.21,1.97,8.68,6.46,1.02,0.3,1.38,0,0,0,0.06,0.78,54.20%,1.44,17.5,11.97,11.13,39.61,14.72,7.06,11.49,20.82,54.39,47.99,83.9,63.79,85.30%,82.00%,1.02,0,0.11,0,0.01,0.3,0.3,0.06,20.00%,41.50%,57.20%,51.50%,8.08
108,8pxup7wz3hbg0xxdo0yb3izca,757055,K. Jaber,Karem Jaber,Right Back,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,504769,Karem,Jaber,Right Back,20,1504,23,57.90%,3.41,1.26,0,0.24,1.86,3.11,2.03,-,27.60%,1.74,14.06,0,73.60%,81.70%,9.80%,2.03,26,,0,0.18,0,1.2,Right Back,0,0,0,0,0.6,1.56,1.44,0,0,0,0.72,5.03,5.68,8.86,19.57,0.84,1.2,0.36,0.36,18.61,4.25,1.56,1.8,4.67,2.69,3.35,8.92,6.22,0.84,0.48,1.74,0,0,0,0,0.12,16.70%,0.72,17.4,5.45,7,24.18,6.58,6.52,6.1,16.04,35.37,31,69.47,44.04,80.30%,83.50%,0.84,0,0.13,0,0,0,0,0,-,48.00%,52.30%,53.60%,4.79
110,bove42an1qhetz62vgmgkt2ad,204693,M. Adiléhou,Moise Adiléhou,Central Defender,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,233886,Moise,Adiléhou,Central Defender,19,1502,28,74.40%,2.58,0.72,0,0.12,2.04,4.13,0.9,0.00%,0.00%,0.18,1.56,0.12,56.70%,82.40%,14.60%,3.06,92,right,0.01,0,0.06,0.72,Central Defender,0,0,0,0.06,0.06,1.44,0.12,0,0,0.06,0.48,3,0.48,2.88,6.35,0.36,0.54,0.12,0.12,8.45,1.8,0.72,1.5,3.06,0.96,2.22,4.85,3.89,0.36,0,0.18,0,0,0.06,0.06,0.18,75.00%,0.24,19.5,0.54,0.3,11.38,0.72,6.95,3.18,12.4,32.84,23.67,49.49,38.29,85.80%,75.00%,0.36,0,0.01,0,0.01,0.06,0.12,0,0.00%,66.70%,63.00%,67.60%,5.87
111,f1jk2tqumutelh2ym21v5beuh,236408,J. Duin,Jelle Duin,Centre Forward,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,233652,Jelle,Duin,Centre Forward,20,1485,25,61.50%,0.79,0.12,0,0.67,1.52,0.48,0.36,26.10%,33.30%,0.36,10.79,0,55.70%,62.20%,3.10%,0.3,9,left,0.41,0.48,0,1.76,Centre Forward,0.24,0,0,0,0.12,0.06,0.42,0,0.12,0.36,0.85,0.55,4.18,5.76,10.48,0.61,3.45,0.12,0.12,7.33,7.27,4.18,3.03,4.55,8.48,7.21,11.82,3.33,0.61,0.12,0.36,0,0,0,0,0.3,50.00%,0.61,12.4,3.82,5.64,11.82,5.88,0.91,0.85,3.03,11.33,15.03,27.88,17.52,64.70%,65.60%,0.61,0,0.04,0.36,0.41,1.39,1.7,1.03,60.70%,25.00%,38.50%,42.00%,2.48
111,4iiwimu1kpq7h2m2yjrdx5ox6,786513,A. Adeleye,Adebayo Adeleye,Goalkeeper,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549483,Adebayo,Adeleye,Goalkeeper,17,1485,23,80.00%,0.91,0.42,0.06,0,0,0.48,0,-,-,0,0,0,11.00%,-,55.80%,3.33,1,,0,0,0.12,0.12,Goalkeeper,0,0.3,0,0,0.06,0,0,0,0,0,0.3,12.48,0,0,12.48,0.06,0,0.06,0.06,2.18,0.18,0.06,0.42,0.73,0,0.48,0.91,0.91,0.06,0,0,0,0,0,0,0,-,0,35.7,0,0,11.58,0,11.58,0,18.85,15.09,15.45,38.24,27.27,55.30%,-,0.06,0,0,0,0,0,0,0,-,-,80.00%,87.50%,1.94
113,7kdjfzamp2pttc7g3bdhfchec,,R. Binyamin,Ran Binyamin,Central Midfielder,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,590901,Ran,Binyamin,Central Midfielder,23,1482,20,69.40%,2.19,0.73,0,0.85,2.13,0.61,1.82,13.30%,0.00%,1.03,14.15,0.43,62.40%,72.60%,7.20%,1.03,29,right,0.13,0.12,0.06,1.15,Central Midfielder,0,0,0,0.06,0.24,0.49,0.97,0,0.06,0.55,2.13,1.94,4.86,7.71,14.51,0.91,2.31,0.18,0.24,12.27,6.74,2.25,1.4,6.19,7.89,3.64,12.94,5.04,0.97,0,1.03,0,0,0.06,0.06,0.85,43.80%,1.94,15.8,6.32,7.41,17.73,8.32,2.43,2.67,7.83,22.65,26.05,49.55,30.24,74.90%,77.00%,0.97,0.06,0.09,0.12,0.13,0.91,1.15,0.36,31.60%,31.30%,47.90%,38.30%,5.04
114,3m5x0jpqhpdrgreap9v5wjqsq,,L. Halaf,Loei Halaf,Centre Forward,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,591172,Loei,Halaf,Centre Forward,27,1477,23,67.60%,2.07,0.43,0,0.91,2.07,1.04,1.28,19.00%,0.00%,0.43,14.99,0,69.90%,73.80%,5.30%,0.85,11,,0.2,0.43,0,1.1,Centre Forward,0.12,0,0,0,0.12,0.79,0.67,0.06,0.37,0.49,3.17,0.79,5.48,5.67,11.94,0.49,3.53,0.06,0.06,9.63,7.01,2.44,2.32,8.29,10.85,4.75,15.29,4.45,0.49,0,0.43,0,0.01,0.24,0.43,1.52,47.20%,3.23,14.8,5.36,7.25,13.16,7.13,1.28,2.01,3.47,19.19,22.3,43.93,24.25,79.10%,75.20%,0.49,0,0.05,0.24,0.2,1.28,1.4,0.79,56.50%,41.70%,54.20%,48.70%,4.45
114,8zqoj206y6j8knvizsi4m5uqx,,K. Ganem,Kayes Ganem,Centre Forward,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,472763,Kayes,Ganem,Centre Forward,23,1477,26,60.00%,0.61,0.43,0.12,0.55,1.46,0.43,0.91,8.80%,0.00%,0.37,14.75,0.18,49.10%,56.00%,6.10%,0.37,12,,0.31,1.22,0,1.1,Centre Forward,0.12,0,0,0,0.24,0.43,0.91,0,0.37,1.34,1.16,0.49,6.09,7.74,14.32,0.43,4.75,0.06,0.18,6.46,7.8,3.11,2.62,5.79,11.15,5.73,13.59,2.44,0.49,0,0.37,0.24,0.04,0.12,0.37,1.1,46.20%,2.38,13.6,3.29,7.8,11.27,5.48,0.61,1.28,3.47,9.93,16.82,33.57,16.03,62.00%,60.00%,0.49,0.06,0.08,0.18,0.31,2.07,2.5,0.73,29.30%,48.00%,42.60%,45.70%,2.62
116,afj5u37835t1dkagjc9jmxppm,,O. Bilu,Oz Bilu,Right Winger,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512415,Oz,Bilu,Right Winger,27,1473,23,66.70%,2.02,0.73,0.06,0.92,2.51,0.55,1.34,6.50%,14.60%,2.44,28.72,0.31,63.10%,68.80%,5.70%,1.04,10,,0.34,0.12,0,1.34,Right Winger,0.06,0,0,0,0.12,0.37,1.71,0,0.37,0.55,1.1,1.59,12.4,5.19,19.19,0.98,5.68,0.12,0.12,15.46,6.42,1.16,0.92,4.4,6.78,2.08,10.81,4.03,1.16,0.43,2.93,0.37,0.04,0.24,0.55,1.04,34.00%,3.05,15.6,10.81,17.66,22.85,15.7,1.53,2.87,6.66,20.1,29.63,48.94,28.84,69.70%,69.10%,1.16,0.18,0.12,0.12,0.34,1.89,2.32,1.34,57.90%,27.30%,40.70%,44.10%,5.38
117,10fhneu2ag3zslmot65er6x9l,568255,F. Pierrot,Frantzdy Pierrot,Centre Forward,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,423064,Frantzdy,Pierrot,Centre Forward,22,1471,29,83.30%,0.37,0.37,0.12,0.49,0.49,0.55,0.18,26.40%,33.30%,0.18,19.09,0,69.40%,69.30%,1.70%,0.18,9,right,0.93,1.1,0,1.04,Centre Forward,0.67,0,0,0,0.31,0,1.04,0,0,1.22,1.16,0.12,6.61,3.37,10.1,1.47,7.77,0.06,0.06,8.69,5.57,2.69,3.12,4.77,9.24,5.81,10.34,1.1,1.59,0.06,0.18,0.06,0,0.12,0.37,0.37,30.00%,1.22,11.8,6.24,11.26,12.6,8.81,0.24,1.04,1.96,10.1,18.05,29.25,14.38,70.20%,71.30%,1.59,0.12,0.12,0.86,0.93,3.24,3.73,2.02,54.10%,66.70%,46.20%,53.70%,1.04
118,atnvw7p7jdqbhscbipsxjaymt,,O. Biton,Oren Biton,Left Back,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234840,Oren,Biton,Left Back,20,1450,29,68.60%,2.17,1.68,0.19,0.43,1.06,1.55,0.99,0.00%,27.00%,3.17,16.01,0.12,70.10%,79.60%,14.00%,2.54,12,left,0,0.12,0,0.81,Left Back,0,0,0,0,0.43,1.49,2.3,0,0.06,0.06,0.99,5.34,6.08,5.4,16.82,1.68,0.81,0.12,0.19,14.96,2.54,0.74,1.18,3.17,1.8,1.92,5.71,3.91,1.99,1.49,5.52,0,0,0,0,0.19,50.00%,0.37,18.8,5.21,7.26,19.86,6.58,5.83,4.97,18.56,30.35,32.34,61.63,38.48,78.90%,79.20%,1.99,0.31,0.18,0,0,0.06,0.06,0,0.00%,37.50%,55.40%,61.30%,3.48
119,crdmczlhynym2z1adqlbt853p,286651,F. Mayembo,Fernand Mayembo,Left Centre Back,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,235708,Fernand,Mayembo,Left Centre Back,17,1445,28,64.40%,5.42,0.31,0,0,3.11,5.29,0.87,14.30%,-,0,1.18,0,50.70%,83.80%,14.20%,4.24,5,right,0.07,0,0,0.81,Left Centre Back,0.06,0,0,0,0.12,1.56,0,0,0.06,0.37,1,4.17,0.19,3.86,8.22,0.19,0.56,0.25,0.44,11.9,3.55,1.68,3.05,5.17,1.37,4.73,8.72,7.35,0.19,0,0,0,0,0,0,0.25,36.40%,0.69,20.7,0.19,0.25,16.32,0.31,9.78,4.86,19.37,46.71,37.62,67.39,53.56,87.20%,60.00%,0.19,0,0.01,0.06,0.07,0.44,0.56,0.06,11.10%,39.10%,59.30%,64.50%,6.66
119,1k6t149nkiqw3nnvzyqoys3x1,298017,M. Plakushchenko,Maxim Plakushchenko,Central Midfielder,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,225793,Maxim,Plakushchenko,Central Midfielder,23,1445,28,56.70%,1.87,1.81,0.19,0.37,3.05,0.81,1.06,13.50%,24.70%,1.81,28.03,0.62,69.60%,75.70%,10.90%,2.68,7,right,0.25,0.06,0,0.62,Central Midfielder,0.19,0,0,0,0.19,0.37,3.36,0.12,1.56,1.18,0.5,1.74,8.6,9.16,19.49,2.74,2.3,0.19,0.25,27.53,4.3,1.68,2.06,4.24,3.99,3.74,8.53,4.55,2.8,1.18,4.8,0.19,0,0.12,0.25,0.62,62.50%,1,17.6,12.77,13.7,37.43,16.51,6.17,10.65,21.55,38.12,39.92,70.01,50.82,75.00%,78.20%,2.8,0.06,0.36,0.31,0.25,2.3,3.24,1.12,34.60%,32.40%,49.60%,55.00%,4.61
121,6i1czljxorf4zpe5sgynmcx5h,162208,L. Simic,Lorenco Simic,Central Defender,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,209182,Lorenco,Simic,Central Defender,17,1431,27,76.90%,3.27,0.69,0.13,0,1.57,5.35,1.01,10.00%,-,0,1.19,0,52.20%,90.40%,18.20%,5.41,44,right,0.11,0,0,0.38,Central Defender,0.06,0,0,0,0,1.89,0.13,0,0.06,0.57,0.13,2.83,0.13,3.96,6.92,0,0.63,0.82,0.88,12.2,2.08,1.26,3.33,4.65,1.19,4.59,6.73,5.53,0,0,0,0,0,0,0,0.19,100.00%,0.19,22.5,0.13,0.25,16.29,0.25,11.07,4.97,15.35,41.26,33.27,60.44,47.42,87.00%,50.00%,0,0,0.01,0.06,0.11,0.63,0.69,0.06,9.10%,34.80%,69.20%,72.60%,4.15
122,3wnbr48t2n3y7djzpz9lu309g,953267,G. Deznet,Guy Deznet,Right Back,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,579160,Guy,Deznet,Right Back,24,1430,18,53.40%,3.65,0.69,0,0.31,1.64,1.32,2.83,0.00%,27.50%,2.52,16.68,0,67.10%,76.90%,9.20%,1.07,26,,0.01,0,0.06,0.94,Right Back,0,0,0,0,0,1.01,1.13,0,0.06,0.06,0.44,3.97,5.98,5.29,15.23,0.82,1.13,0.06,0.19,12.65,4.53,0.57,0.88,4.78,3.46,1.45,9.31,5.85,0.88,0.69,2.52,0,0,0,0.06,0.63,52.60%,1.2,16.4,5.98,8.31,17.5,7.87,3.59,3.78,11.96,25.43,27.06,56.64,32.73,77.70%,76.60%,0.88,0.06,0.09,0,0.01,0.13,0.19,0.06,33.30%,46.50%,51.40%,60.90%,5.16
123,8gde39dg3u3kqhd8pa2mdcn2t,95543,T. Chery,Tjaronn Chery,Central Midfielder,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,55882,Tjaronn,Chery,Central Midfielder,17,1423,35,37.50%,0.51,2.28,0.19,1.01,2.4,0.06,0.7,4.30%,27.40%,2.85,35.35,0.7,77.70%,84.10%,7.90%,1.96,10,left,0.28,0.44,0,0.38,Central Midfielder,0.06,0,0,0,0.19,0.63,3.98,0.06,2.28,1.08,0.95,0.7,11.13,5.19,17.01,3.1,2.91,0.38,0.51,26.94,3.35,0.06,0,2.21,4.49,0.06,5.57,1.08,3.42,1.83,6.7,0,0,0.13,0.13,0.57,31.00%,1.83,17.8,15.37,20.87,32.57,18.53,2.78,6.45,11.7,36.62,42.25,65.59,43.07,85.00%,83.50%,3.42,0.32,0.38,0.13,0.28,2.91,3.98,1.83,46.00%,13.30%,39.80%,0.00%,4.43
124,appcw385qvuta7azosu1qe311,290722,I. Eliyahu,Inon Eliyahu,Right Back,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,433711,Inon,Eliyahu,Right Back,20,1419,30,63.40%,2.6,0.76,0,0,1.78,1.71,1.4,18.20%,4.70%,2.73,13.13,0.13,61.30%,78.70%,17.90%,2.47,22,,0.07,0,0.06,0.95,Right Back,0.13,0,0,0,0.32,1.01,0.82,0,0.19,0.44,1.01,4.82,5.39,8.56,18.77,0.63,1.08,0.38,0.51,12.11,3.74,1.46,1.27,4.19,3.36,2.73,7.93,4.57,0.63,0.13,2.73,0,0,0,0.06,0.51,33.30%,1.52,18.1,3.74,5.9,17.89,4.88,6.28,3.55,14.97,25.69,30.89,59.37,35.01,73.40%,76.60%,0.63,0,0.04,0.13,0.07,0.7,0.76,0.25,33.30%,45.20%,52.80%,46.50%,4
125,d250qr9jyk8yjt0k6b44kohgq,,I. Tamam,Ilay Tamam,Left Back,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512561,Ilay,Tamam,Left Back,20,1417,22,60.00%,2.86,1.02,0.06,0.13,2.1,2.1,1.65,0.00%,20.00%,1.14,12.51,0.06,69.20%,80.50%,11.60%,1.84,18,,0.04,0.32,0,1.27,Left Back,0,0,0,0,0.25,1.46,0.57,0,0.44,0.32,0.7,3.3,4.32,6.48,14.1,0.76,0.32,0.06,0.06,13.72,4.19,0.57,1.02,4.26,3.68,1.59,8.45,4.76,0.89,0.44,2.22,0,0,0,0.06,0.89,45.20%,1.97,16.4,4.76,5.53,18.23,5.91,3.87,3.43,11.43,25.22,23.75,53.92,32.9,76.60%,82.40%,0.89,0.13,0.04,0,0.04,0.51,0.57,0.19,33.30%,37.80%,50.40%,64.00%,4.89
126,6a83jylolhagexy8fdzt3q82y,,G. Herman,Gai Herman,Goalkeeper,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,590907,Gai,Herman,Goalkeeper,16,1395,23,77.80%,0.58,0.65,0.13,0,0,0.77,0,-,-,0,0,0,14.30%,-,54.10%,4.26,55,,0,0,0.13,0,Goalkeeper,0,0.39,0,0,0.06,0,0,0,0,0,0.26,10,0,0.06,10.06,0,0,0,0,2.26,0.13,0,0.32,0.45,0,0.32,0.58,0.58,0,0,0,0,0,0,0,0,-,0,34.9,0,0,10,0,10,0,15.55,15.48,9.61,38.39,25.16,61.50%,-,0,0,0,0,0,0,0,0,-,0.00%,77.80%,100.00%,1.1
127,aeye6v28onph82wa696vuk9as,,A. Ganah,Amir Ganah,Left Midfielder,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,598898,Amir,Ganah,Left Midfielder,28,1393,19,37.50%,1.03,1.1,0.06,0.52,2.13,0.26,0.58,8.80%,27.00%,3.49,30.3,0.26,78.30%,83.60%,7.40%,1.68,16,,0.19,0.26,0,0.52,Left Midfielder,0.13,0,0,0,0.13,0.32,3.23,0,1.36,1.29,1.16,1.29,10.73,4.46,16.48,1.87,3.49,0.52,0.58,18.48,4.91,0.39,0.19,4.59,7.95,0.58,9.5,1.55,2.2,1.29,4.78,0.32,0.03,0.06,0.32,2.65,42.70%,6.2,17.9,12.21,17.64,22.48,14.6,1.16,4.65,7.75,26.62,35.92,54.92,31.53,84.40%,84.40%,2.2,0.32,0.25,0.19,0.19,2.2,2.65,0.9,34.10%,25.00%,48.30%,33.30%,4.26
128,93ezuom2xb2irchng9cw8r74l,,Felipe Santos,Felipe Santos,Right Attacking Midfielder,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,180820,Felipe,Silva Correa dos Santos,Right Attacking Midfielder,27,1392,27,43.20%,2.39,0.58,0.06,0.78,3.1,0.52,1.36,5.60%,20.00%,1.62,19.59,0.13,64.90%,69.00%,7.70%,0.65,11,right,0.14,0.06,0,0.91,Right Attacking Midfielder,0,0,0,0,0.13,1.1,1.29,0.06,0.45,0.45,1.16,3.36,7.69,5.75,16.81,1.29,3.49,0.13,0.19,11.12,5.5,0.84,0.65,4.01,5.5,1.49,9.5,4.01,1.36,0.39,1.94,0.06,0.04,0.06,0.39,0.84,26.00%,3.23,15.2,6.72,10.02,16.68,9.7,2.07,2.72,7.44,16.55,22.69,44.55,24.38,67.90%,70.30%,1.36,0.06,0.16,0.06,0.14,1.16,1.75,0.71,40.70%,31.40%,42.20%,43.50%,7.18
129,k3i5gwaq2wjhm05hbf28mbpx,,A. Cohen,Avishay Cohen,Right Back,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,210765,Avishay,Cohen,Right Back,22,1389,28,66.00%,3.24,2.79,0.13,0.19,3.43,1.3,2.53,0.00%,13.50%,2.4,24.49,0,79.00%,85.90%,9.10%,2.59,2,,0.05,0,0.06,0.84,Right Back,0,0,0,0,0.19,1.81,1.68,0,0.32,0.32,1.62,3.43,5.96,7.06,16.46,1.68,1.75,0.45,0.71,31.43,4.15,0.78,0.58,5.77,3.82,1.36,9.91,6.09,1.68,0.32,2.4,0.06,0.02,0,0,1.04,57.10%,1.81,16.2,13.15,16,38.68,15.75,6.41,8.62,18.73,48.34,48.14,85.21,58.25,83.00%,83.50%,1.68,0,0.15,0,0.05,0.52,0.58,0.19,33.30%,42.90%,58.20%,42.90%,6.16
130,5yx3g1n3p9phts2w33mofqcix,510964,R. Hatuel,Rotem Hatuel,Centre Forward,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,433686,Rotem,Hatuel,Centre Forward,24,1387,26,70.00%,0.65,0.39,0,0.52,0.78,0.06,0.91,24.20%,60.00%,0.58,16.29,0.19,72.30%,77.20%,6.90%,0.58,77,,0.42,1.04,0,0.52,Centre Forward,0.45,0,0,0,0.32,0.32,0.91,0,0.39,1.3,1.04,0.84,6.03,4.35,11.23,1.17,5.52,0.13,0.26,8.31,5.32,1.3,0.39,3.11,6.42,1.69,8.44,2.01,1.23,0.39,0.65,0.06,0.02,0.26,0.91,0.78,37.50%,2.08,15.7,5.06,8.57,11.16,6.62,0.65,2.08,4.02,13.04,19.4,33.22,17,76.70%,77.20%,1.23,0.06,0.11,0.52,0.42,2.14,2.73,0.84,31.00%,23.80%,36.90%,23.10%,2.14
131,b88284s4mp8la92plmqyaouz9,248895,T. Altman,Tomer Altman,Central Midfielder,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,429572,Tomer,Altman,Central Midfielder,24,1381,26,54.50%,1.43,0.91,0.13,0.39,3.06,1.3,1.17,0.00%,11.10%,0.59,10.3,0.26,67.90%,77.30%,9.70%,1.69,10,,0.02,0,0,0.65,Central Midfielder,0,0,0,0,0.13,1.17,0.91,0,0.46,0.39,0.39,3.06,2.93,7.82,13.82,0.33,0.33,0.07,0.13,17.07,3.06,0.91,0.65,2.61,2.41,1.56,5.67,3.26,0.39,0.07,0.59,0,0,0.07,0.07,0.39,31.60%,1.24,17.7,5.93,5.28,24.5,7.36,6.71,6.84,17.4,35.39,31.74,57.28,45.62,77.60%,81.30%,0.39,0.07,0.07,0,0.02,0.52,0.72,0.13,18.20%,31.00%,46.00%,41.70%,6.06
132,6dxqoaegil8ddaevkqp16vhlh,124924,O. Dgani,Orel Dgani,Right Centre Back,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,74369,Orel,Dgani,Right Centre Back,18,1373,35,67.90%,3.67,0.2,0.07,0,2.1,3.28,2.29,0.00%,33.30%,0.39,2.88,0.07,55.50%,78.30%,14.10%,5.11,4,both,0.01,0,0,0.66,Right Centre Back,0,0,0,0,0.13,1.57,0.46,0,0.13,0.2,0.66,4.26,1.05,5.77,11.08,0.26,0.13,0.85,1.18,17.76,2.23,0.79,1.44,4.92,1.11,2.23,7.14,6.03,0.26,0.13,0.39,0,0,0,0,0.52,57.10%,0.92,20.9,1.18,0.98,24.19,1.7,12.13,7.34,22.81,56.44,48.24,80.23,65.42,86.30%,69.20%,0.26,0,0.03,0,0.01,0.2,0.2,0,0.00%,57.10%,68.80%,64.70%,5.9
133,kvny4bvfkzrpm0vi8u391qeh,,M. Shaker,Muhamad Shaker,Right Attacking Midfielder,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,227447,Muhamad,Shaker,Right Attacking Midfielder,24,1365,27,50.00%,1.19,0.99,0.07,0.66,2.44,0.26,1.19,20.00%,17.70%,3.63,21.82,0.07,69.40%,69.50%,4.20%,0.33,16,,0.17,0.92,0,1.45,Right Attacking Midfielder,0.13,0,0,0,0.33,0.13,1.65,0,0.07,0.26,0.53,2.24,9.36,6.33,17.93,1.25,4.42,0.13,0.13,11.34,5.41,0.99,0.86,3.56,5.93,1.85,8.97,3.03,1.32,0.73,4.09,0.07,0.03,0.26,0.46,0.99,34.10%,2.9,14.9,7.78,13.38,16.95,10.55,1.58,2.77,6.79,17.54,26.11,44.04,25.25,69.50%,74.20%,1.32,0.07,0.14,0.13,0.17,0.66,1.38,0.4,28.60%,56.50%,39.70%,46.40%,4.81
